-1.6888299525945087    1.5416136300391117e-07    -0.6865112272587646
-1.6885609113659084    -0.06920190507778323    -0.6832504317429173
-1.6872535047001347    -0.1383919389346886    -0.6736346613573551
-1.684323248192227    -0.20753242531186555    -0.6580375654433528
-1.6794472717820936    -0.27656263665402425    -0.6369783151734917
-1.672314625043783    -0.34539650791757004    -0.6110943399454333
-1.6626992691798732    -0.4139274821570164    -0.5811127001117712
-1.6504005976085794    -0.48202826577895924    -0.5478207423299429
-1.6352702027804047    -0.5495563468593193    -0.5120392782683829
-1.6171746482658587    -0.6163511481888916    -0.47459502786467767
-1.5959933971502027    -0.682232373579886    -0.4362955764678108
-1.571641404876487    -0.7470090286234791    -0.39791231551044853
-1.5440612970958445    -0.8104782711236738    -0.3601653361144889
-1.5132071935751052    -0.8724224960631745    -0.32370424037067713
-1.4790691924284567    -0.9326191358269112    -0.2891103922790964
-1.4416592616714377    -0.9908393244321976    -0.2568805173124856
-1.4010212597370433    -1.046853773937903    -0.2274339342768568
-1.357216396675226    -1.1004284160302442    -0.20110709108750377
-1.3103520526130497    -1.151348277694931    -0.17815613667527164
-1.2605517219456714    -1.1994007342986732    -0.15876132150501934
-1.2079669212581183    -1.2443891064482928    -0.14302874105823474
-1.152774514170698    -1.2861372834294205    -0.13099291124148815
-1.0951749091186451    -1.3244961402534547    -0.1226203790452481
-1.035387023192741    -1.3593459863234145    -0.1178115965535597
-0.9736360693324971    -1.3905857042957934    -0.11640269177148681
-0.9101694684032922    -1.4181733971693782    -0.11816852187458396
-0.8452215685858228    -1.4420657289263963    -0.12282383998170111
-0.7790377761236249    -1.4622838025620715    -0.13002796352342372
-0.7118536397059253    -1.4788772002020127    -0.1393893668871376
-0.6438918125051847    -1.4919242158318522    -0.15047226819749265
-0.5753615727692504    -1.5015486276068724    -0.1628062997447706
-0.5064522616505894    -1.507913992450704    -0.17589786815968456
-0.4373287966847555    -1.5112230107408484    -0.189243820446497
-0.36812799779381344    -1.5117181586618305    -0.20234723519716344
-0.29895529288076433    -1.5096857003335686    -0.21473417033092382
-0.22988242127108416    -1.505451287401949    -0.22597034687642137
-0.16094660258380067    -1.4993810142979145    -0.23567641809605044
-0.09215378190131483    -1.491861443951359    -0.24354000926157962
-0.023484041921138676    -1.4832901748357183    -0.24932259931574377
0.0450941209687524    -1.474014588769977    -0.2528594859793026
0.11361060914931417    -1.4642938947727075    -0.2540518047139204
